Entity,Code,Day,people_vaccinated
Oklahoma,,2021-03-24,1111515
Oklahoma,,2021-03-25,1130532
Oklahoma,,2021-03-26,1152719
Oklahoma,,2021-03-27,1172868
Oklahoma,,2021-03-28,1192525
Oklahoma,,2021-03-29,1201827
Oklahoma,,2021-03-30,1206550
Oklahoma,,2021-03-31,1224792
Oklahoma,,2021-04-01,1243871
Oklahoma,,2021-04-02,1268778
Oklahoma,,2021-04-03,1290295
Oklahoma,,2021-04-04,1307768
Oregon,,2021-01-12,99594
Oregon,,2021-01-13,107843
Oregon,,2021-01-14,119980
Oregon,,2021-01-15,133091
Oregon,,2021-01-19,192550
Oregon,,2021-01-20,192550
Oregon,,2021-01-21,192550
Oregon,,2021-01-22,218413
Oregon,,2021-01-23,231606
Oregon,,2021-01-24,244669
Oregon,,2021-01-25,257296
Oregon,,2021-01-26,263167
Oregon,,2021-01-27,276200
Oregon,,2021-01-28,285528
Oregon,,2021-01-29,299508
Oregon,,2021-01-30,314964
Oregon,,2021-01-31,331692
Oregon,,2021-02-01,342827
Oregon,,2021-02-02,353035
Oregon,,2021-02-03,361249
Oregon,,2021-02-04,369704
Oregon,,2021-02-05,378078
Oregon,,2021-02-06,389513
Oregon,,2021-02-07,400019
Oregon,,2021-02-08,412660
Oregon,,2021-02-09,425086
Oregon,,2021-02-10,434561
Oregon,,2021-02-11,434561
Oregon,,2021-02-12,434561
Oregon,,2021-02-13,466801
Oregon,,2021-02-14,475841
Oregon,,2021-02-16,483103
Oregon,,2021-02-17,487286
Oregon,,2021-02-18,496092
Oregon,,2021-02-19,529837
Oregon,,2021-02-20,541691
Oregon,,2021-02-21,552058
Oregon,,2021-02-22,558708
Oregon,,2021-02-23,566952
Oregon,,2021-02-24,567693
Oregon,,2021-02-25,578441
Oregon,,2021-02-26,595929
Oregon,,2021-02-27,616134
Oregon,,2021-02-28,632080
Oregon,,2021-03-01,650472
Oregon,,2021-03-02,659018
Oregon,,2021-03-03,666187
Oregon,,2021-03-04,677995
Oregon,,2021-03-05,690687
Oregon,,2021-03-06,718580
Oregon,,2021-03-07,742710
Oregon,,2021-03-08,760168
Oregon,,2021-03-09,773967
Oregon,,2021-03-10,784943
Oregon,,2021-03-11,785467
Oregon,,2021-03-12,806341
Oregon,,2021-03-13,847034
Oregon,,2021-03-14,870504
Oregon,,2021-03-15,888090
Oregon,,2021-03-16,905439
Oregon,,2021-03-17,906252
Oregon,,2021-03-18,918539
Oregon,,2021-03-19,952346
Oregon,,2021-03-20,978493
Oregon,,2021-03-21,1004599
Oregon,,2021-03-22,1019809
Oregon,,2021-03-23,1032205
Oregon,,2021-03-24,1044742
Oregon,,2021-03-25,1067154
Oregon,,2021-03-26,1095410
Oregon,,2021-03-27,1120893
Oregon,,2021-03-28,1141447
Oregon,,2021-03-29,1158213
Oregon,,2021-03-30,1169185
Oregon,,2021-03-31,1187225
Oregon,,2021-04-01,1211160
Oregon,,2021-04-02,1242974
Oregon,,2021-04-03,1270002
Oregon,,2021-04-04,1297163
Pennsylvania,,2021-01-12,266288
Pennsylvania,,2021-01-13,285938
Pennsylvania,,2021-01-14,353821
Pennsylvania,,2021-01-15,380727
Pennsylvania,,2021-01-19,464339
Pennsylvania,,2021-01-20,482791
Pennsylvania,,2021-01-21,508391
Pennsylvania,,2021-01-22,539431
Pennsylvania,,2021-01-23,572228
Pennsylvania,,2021-01-24,611359
Pennsylvania,,2021-01-25,639526
Pennsylvania,,2021-01-26,657711
Pennsylvania,,2021-01-27,693731
Pennsylvania,,2021-01-28,695656
Pennsylvania,,2021-01-29,777260
Pennsylvania,,2021-01-30,819889
Pennsylvania,,2021-01-31,862021
Pennsylvania,,2021-02-01,900237
Pennsylvania,,2021-02-02,916235
Pennsylvania,,2021-02-03,917497
Pennsylvania,,2021-02-04,958587
Pennsylvania,,2021-02-05,993076
Pennsylvania,,2021-02-06,1036395
Pennsylvania,,2021-02-07,1082700
Pennsylvania,,2021-02-08,1108626
Pennsylvania,,2021-02-09,1134099
Pennsylvania,,2021-02-10,1176825
Pennsylvania,,2021-02-11,1215755
Pennsylvania,,2021-02-12,1264215
Pennsylvania,,2021-02-13,1269266
Pennsylvania,,2021-02-14,1363250
Pennsylvania,,2021-02-16,1369992
Pennsylvania,,2021-02-17,1445138
Pennsylvania,,2021-02-18,1478146
Pennsylvania,,2021-02-19,1601176
Pennsylvania,,2021-02-20,1628681
Pennsylvania,,2021-02-21,1667727
Pennsylvania,,2021-02-22,1699811
Pennsylvania,,2021-02-23,1710379
Pennsylvania,,2021-02-24,1731971
Pennsylvania,,2021-02-25,1766202
Pennsylvania,,2021-02-26,1804661
Pennsylvania,,2021-02-27,1868724
Pennsylvania,,2021-02-28,1911844
Pennsylvania,,2021-03-01,1956197
Pennsylvania,,2021-03-02,1991624
Pennsylvania,,2021-03-03,2027725
Pennsylvania,,2021-03-04,2080306
Pennsylvania,,2021-03-05,2174827
Pennsylvania,,2021-03-06,2257020
Pennsylvania,,2021-03-07,2274225
Pennsylvania,,2021-03-08,2289199
Pennsylvania,,2021-03-09,2401448
Pennsylvania,,2021-03-10,2470284
Pennsylvania,,2021-03-11,2530355
Pennsylvania,,2021-03-12,2548224
Pennsylvania,,2021-03-13,2751412
Pennsylvania,,2021-03-14,2812196
Pennsylvania,,2021-03-15,2862957
Pennsylvania,,2021-03-16,2901757
Pennsylvania,,2021-03-17,3012928
Pennsylvania,,2021-03-18,3087042
Pennsylvania,,2021-03-19,3104875
Pennsylvania,,2021-03-20,3124834
Pennsylvania,,2021-03-21,3130512
Pennsylvania,,2021-03-22,3209843
Pennsylvania,,2021-03-23,3481464
Pennsylvania,,2021-03-24,3578990
Pennsylvania,,2021-03-25,3601385
Pennsylvania,,2021-03-26,3739501
Pennsylvania,,2021-03-27,3842037
Pennsylvania,,2021-03-28,3917341
Pennsylvania,,2021-03-29,3971897
Pennsylvania,,2021-03-30,4003172
Pennsylvania,,2021-03-31,4071410
Pennsylvania,,2021-04-01,4153159
Pennsylvania,,2021-04-02,4283487
Pennsylvania,,2021-04-03,4383439
Pennsylvania,,2021-04-04,4457192
Puerto Rico,PRI,2021-01-12,61486
Puerto Rico,PRI,2021-01-13,67475
Puerto Rico,PRI,2021-01-14,80310
Puerto Rico,PRI,2021-01-15,87512
Puerto Rico,PRI,2021-01-19,107661
Puerto Rico,PRI,2021-01-20,112524
Puerto Rico,PRI,2021-01-21,120250
Puerto Rico,PRI,2021-01-22,128284
Puerto Rico,PRI,2021-01-23,136400
Puerto Rico,PRI,2021-01-24,143910
Puerto Rico,PRI,2021-01-25,146984
Puerto Rico,PRI,2021-01-26,147910
Puerto Rico,PRI,2021-01-27,156071
Puerto Rico,PRI,2021-01-28,165862
Puerto Rico,PRI,2021-01-29,174840
Puerto Rico,PRI,2021-01-30,183630
Puerto Rico,PRI,2021-01-31,193842
Puerto Rico,PRI,2021-02-01,197187
Puerto Rico,PRI,2021-02-02,197187
Puerto Rico,PRI,2021-02-03,206430
Puerto Rico,PRI,2021-02-04,214661
Puerto Rico,PRI,2021-02-05,221431
Puerto Rico,PRI,2021-02-06,229133
Puerto Rico,PRI,2021-02-07,229133
Puerto Rico,PRI,2021-02-08,229133
Puerto Rico,PRI,2021-02-09,236882
Puerto Rico,PRI,2021-02-10,242200
Puerto Rico,PRI,2021-02-11,248934
Puerto Rico,PRI,2021-02-12,248934
Puerto Rico,PRI,2021-02-13,266635
Puerto Rico,PRI,2021-02-14,272485
Puerto Rico,PRI,2021-02-16,274733
Puerto Rico,PRI,2021-02-17,277616
Puerto Rico,PRI,2021-02-18,284163
Puerto Rico,PRI,2021-02-19,308150
Puerto Rico,PRI,2021-02-20,314053
Puerto Rico,PRI,2021-02-21,320383
Puerto Rico,PRI,2021-02-22,321729
Puerto Rico,PRI,2021-02-23,323611
Puerto Rico,PRI,2021-02-24,330605
Puerto Rico,PRI,2021-02-25,337907
Puerto Rico,PRI,2021-02-26,350005
Puerto Rico,PRI,2021-02-27,350851
Puerto Rico,PRI,2021-02-28,355184
Puerto Rico,PRI,2021-03-01,358606
Puerto Rico,PRI,2021-03-02,358646
Puerto Rico,PRI,2021-03-03,365692
Puerto Rico,PRI,2021-03-04,379079
Puerto Rico,PRI,2021-03-05,379836
Puerto Rico,PRI,2021-03-06,389276
Puerto Rico,PRI,2021-03-07,399427
Puerto Rico,PRI,2021-03-08,402670
Puerto Rico,PRI,2021-03-09,404145
Puerto Rico,PRI,2021-03-10,427506
Puerto Rico,PRI,2021-03-11,428103
Puerto Rico,PRI,2021-03-12,440880
Puerto Rico,PRI,2021-03-13,473335
Puerto Rico,PRI,2021-03-14,473423
Puerto Rico,PRI,2021-03-15,473540
Puerto Rico,PRI,2021-03-16,485504
Puerto Rico,PRI,2021-03-17,499268
Puerto Rico,PRI,2021-03-18,516877
Puerto Rico,PRI,2021-03-19,535207
Puerto Rico,PRI,2021-03-20,551935
Puerto Rico,PRI,2021-03-21,567468
Puerto Rico,PRI,2021-03-22,576006
Puerto Rico,PRI,2021-03-23,582434
Puerto Rico,PRI,2021-03-24,596224
Puerto Rico,PRI,2021-03-25,618414
Puerto Rico,PRI,2021-03-26,638308
Puerto Rico,PRI,2021-03-27,662790
Puerto Rico,PRI,2021-03-28,679657
Puerto Rico,PRI,2021-03-29,687175
Puerto Rico,PRI,2021-03-30,692863
Puerto Rico,PRI,2021-03-31,708489
Puerto Rico,PRI,2021-04-01,725926
Puerto Rico,PRI,2021-04-02,746318
Puerto Rico,PRI,2021-04-03,759017
Puerto Rico,PRI,2021-04-04,761752
Republic of Palau,,2021-01-12,416
Republic of Palau,,2021-01-13,725
Republic of Palau,,2021-01-14,765
Republic of Palau,,2021-01-15,1118
Republic of Palau,,2021-01-19,1913
Republic of Palau,,2021-01-20,1980
Republic of Palau,,2021-01-21,2403
Republic of Palau,,2021-01-22,2403
Republic of Palau,,2021-01-23,2683
Republic of Palau,,2021-01-24,3044
Republic of Palau,,2021-01-25,3044
Republic of Palau,,2021-01-26,3044
Republic of Palau,,2021-01-27,3046
Republic of Palau,,2021-01-28,3067
Republic of Palau,,2021-01-29,3088
Republic of Palau,,2021-01-30,3109
Republic of Palau,,2021-01-31,3109
Republic of Palau,,2021-02-01,3109
Republic of Palau,,2021-02-02,3109
Republic of Palau,,2021-02-03,3109
Republic of Palau,,2021-02-04,3109
Republic of Palau,,2021-02-05,3109
Republic of Palau,,2021-02-06,3109
Republic of Palau,,2021-02-07,3109
Republic of Palau,,2021-02-08,3109
Republic of Palau,,2021-02-09,3109
Republic of Palau,,2021-02-10,3109
Republic of Palau,,2021-02-11,3109
Republic of Palau,,2021-02-12,3109
Republic of Palau,,2021-02-13,3109
Republic of Palau,,2021-02-14,3109
Republic of Palau,,2021-02-16,3111
Republic of Palau,,2021-02-17,3112
Republic of Palau,,2021-02-18,3347
Republic of Palau,,2021-02-19,3347
Republic of Palau,,2021-02-20,3643
Republic of Palau,,2021-02-21,3649
Republic of Palau,,2021-02-22,3703
Republic of Palau,,2021-02-23,4109
Republic of Palau,,2021-02-24,4109
Republic of Palau,,2021-02-25,5140
Republic of Palau,,2021-02-26,5141
Republic of Palau,,2021-02-27,5141
Republic of Palau,,2021-02-28,5143
Republic of Palau,,2021-03-01,5143
Republic of Palau,,2021-03-02,5144
Republic of Palau,,2021-03-03,5144
Republic of Palau,,2021-03-04,5145
Republic of Palau,,2021-03-05,5145
Republic of Palau,,2021-03-06,5146
Republic of Palau,,2021-03-07,5147
Republic of Palau,,2021-03-08,5147
Republic of Palau,,2021-03-09,5147
Republic of Palau,,2021-03-10,5550
Republic of Palau,,2021-03-11,5867
Republic of Palau,,2021-03-12,6158
Republic of Palau,,2021-03-13,6659
Republic of Palau,,2021-03-14,6660
Republic of Palau,,2021-03-15,6660
Republic of Palau,,2021-03-16,7164
Republic of Palau,,2021-03-17,7693
Republic of Palau,,2021-03-18,7695
Republic of Palau,,2021-03-19,8233
Republic of Palau,,2021-03-20,8235
Republic of Palau,,2021-03-21,8235
Republic of Palau,,2021-03-22,8279
Republic of Palau,,2021-03-23,8281
Republic of Palau,,2021-03-24,8284
Republic of Palau,,2021-03-25,8295
Republic of Palau,,2021-03-26,8353
Republic of Palau,,2021-03-27,8353
Republic of Palau,,2021-03-28,8401
Republic of Palau,,2021-03-29,8404
Republic of Palau,,2021-03-30,8404
Republic of Palau,,2021-03-31,8406
Republic of Palau,,2021-04-01,8406
Republic of Palau,,2021-04-02,8456
Republic of Palau,,2021-04-03,8456
Republic of Palau,,2021-04-04,8456
Rhode Island,,2021-01-12,35385
Rhode Island,,2021-01-13,36489
Rhode Island,,2021-01-14,38000
Rhode Island,,2021-01-15,39381
Rhode Island,,2021-01-19,44164
Rhode Island,,2021-01-20,45904
Rhode Island,,2021-01-21,47859
Rhode Island,,2021-01-22,49932
Rhode Island,,2021-01-23,50650
Rhode Island,,2021-01-24,54287
Rhode Island,,2021-01-25,56751
Rhode Island,,2021-01-26,58097
Rhode Island,,2021-01-27,59853
Rhode Island,,2021-01-28,61554
Rhode Island,,2021-01-29,63263
Rhode Island,,2021-01-30,65668
Rhode Island,,2021-01-31,67744
Rhode Island,,2021-02-01,68779
Rhode Island,,2021-02-02,73486
Rhode Island,,2021-02-03,74473
Rhode Island,,2021-02-04,75963
Rhode Island,,2021-02-05,77940
Rhode Island,,2021-02-06,81085
Rhode Island,,2021-02-07,83326
Rhode Island,,2021-02-08,85037
Rhode Island,,2021-02-09,86264
Rhode Island,,2021-02-10,87862
Rhode Island,,2021-02-11,89723
Rhode Island,,2021-02-12,91809
Rhode Island,,2021-02-13,95258
Rhode Island,,2021-02-14,97380
Rhode Island,,2021-02-16,100448
Rhode Island,,2021-02-17,103283
Rhode Island,,2021-02-18,108152
Rhode Island,,2021-02-19,124576
Rhode Island,,2021-02-20,131246
Rhode Island,,2021-02-21,136915
Rhode Island,,2021-02-22,143885
Rhode Island,,2021-02-23,148517
Rhode Island,,2021-02-24,154012
Rhode Island,,2021-02-25,160880
Rhode Island,,2021-02-26,167665
Rhode Island,,2021-02-27,176107
Rhode Island,,2021-02-28,183254
Rhode Island,,2021-03-01,192198
Rhode Island,,2021-03-02,196835
Rhode Island,,2021-03-03,201965
Rhode Island,,2021-03-04,208621
Rhode Island,,2021-03-05,215497
Rhode Island,,2021-03-06,222457
Rhode Island,,2021-03-07,229095
Rhode Island,,2021-03-08,234708
Rhode Island,,2021-03-09,240963
Rhode Island,,2021-03-10,246202
Rhode Island,,2021-03-11,252545
Rhode Island,,2021-03-12,258664
Rhode Island,,2021-03-13,263449
Rhode Island,,2021-03-14,267498
Rhode Island,,2021-03-15,276994
Rhode Island,,2021-03-16,283670
Rhode Island,,2021-03-17,286139
Rhode Island,,2021-03-18,290175
Rhode Island,,2021-03-19,293953
Rhode Island,,2021-03-20,299515
Rhode Island,,2021-03-21,305815
Rhode Island,,2021-03-22,310605
Rhode Island,,2021-03-23,314642
Rhode Island,,2021-03-24,317684
Rhode Island,,2021-03-25,321271
Rhode Island,,2021-03-26,324894
Rhode Island,,2021-03-27,326997
Rhode Island,,2021-03-28,331853
Rhode Island,,2021-03-29,336637
Rhode Island,,2021-03-30,345689
Rhode Island,,2021-03-31,349215
Rhode Island,,2021-04-01,351275
Rhode Island,,2021-04-02,360199
Rhode Island,,2021-04-03,364970
Rhode Island,,2021-04-04,372419
South Carolina,,2021-01-12,77042
South Carolina,,2021-01-13,87584
South Carolina,,2021-01-14,96231
South Carolina,,2021-01-15,101722
South Carolina,,2021-01-19,155548
South Carolina,,2021-01-20,160518
South Carolina,,2021-01-21,173906
South Carolina,,2021-01-22,189170
South Carolina,,2021-01-23,206663
South Carolina,,2021-01-24,233257
South Carolina,,2021-01-25,258015
South Carolina,,2021-01-26,267262
South Carolina,,2021-01-27,275291
South Carolina,,2021-01-28,302890
South Carolina,,2021-01-29,322195
South Carolina,,2021-01-30,339544
South Carolina,,2021-01-31,361557
South Carolina,,2021-02-01,379136
South Carolina,,2021-02-02,385908
South Carolina,,2021-02-03,391585
South Carolina,,2021-02-04,403766
South Carolina,,2021-02-05,418519
South Carolina,,2021-02-06,435079
South Carolina,,2021-02-07,450531
South Carolina,,2021-02-08,460511
South Carolina,,2021-02-09,460511
South Carolina,,2021-02-10,475116
South Carolina,,2021-02-11,487418
South Carolina,,2021-02-12,500005
South Carolina,,2021-02-13,512156
South Carolina,,2021-02-14,525641
South Carolina,,2021-02-16,542707
South Carolina,,2021-02-17,551943
South Carolina,,2021-02-18,562999
South Carolina,,2021-02-19,610292
South Carolina,,2021-02-20,625877
South Carolina,,2021-02-21,638364
South Carolina,,2021-02-22,660425
South Carolina,,2021-02-23,665137
South Carolina,,2021-02-24,687074
South Carolina,,2021-02-25,696787
South Carolina,,2021-02-26,710435
South Carolina,,2021-02-27,725393
South Carolina,,2021-02-28,737658
South Carolina,,2021-03-01,755284
South Carolina,,2021-03-02,759604
South Carolina,,2021-03-03,768635
South Carolina,,2021-03-04,784515
South Carolina,,2021-03-05,800539
South Carolina,,2021-03-06,823824
South Carolina,,2021-03-07,851400
South Carolina,,2021-03-08,873292
South Carolina,,2021-03-09,885144
South Carolina,,2021-03-10,902545
South Carolina,,2021-03-11,928283
South Carolina,,2021-03-12,950186
South Carolina,,2021-03-13,1017396
South Carolina,,2021-03-14,1017665
South Carolina,,2021-03-15,1042042
South Carolina,,2021-03-16,1049599
South Carolina,,2021-03-17,1065987
South Carolina,,2021-03-18,1092529
South Carolina,,2021-03-19,1118812
South Carolina,,2021-03-20,1134174
South Carolina,,2021-03-21,1170754
South Carolina,,2021-03-22,1199352
South Carolina,,2021-03-23,1209308
South Carolina,,2021-03-24,1238605
South Carolina,,2021-03-25,1264061
South Carolina,,2021-03-26,1295089
South Carolina,,2021-03-27,1325671
South Carolina,,2021-03-28,1355018
South Carolina,,2021-03-29,1378779
South Carolina,,2021-03-30,1387610
South Carolina,,2021-03-31,1403522
South Carolina,,2021-04-01,1427425
South Carolina,,2021-04-02,1458179
South Carolina,,2021-04-03,1460004
South Carolina,,2021-04-04,1488232
South Dakota,,2021-01-12,41322
South Dakota,,2021-01-13,42789
South Dakota,,2021-01-14,44721
South Dakota,,2021-01-15,47389
South Dakota,,2021-01-19,51288
South Dakota,,2021-01-20,52548
South Dakota,,2021-01-21,54531
South Dakota,,2021-01-22,56762
South Dakota,,2021-01-23,60982
South Dakota,,2021-01-24,63091
South Dakota,,2021-01-25,63950
South Dakota,,2021-01-26,64012
South Dakota,,2021-01-27,65031
South Dakota,,2021-01-28,67171
South Dakota,,2021-01-29,70502
South Dakota,,2021-01-30,74229
South Dakota,,2021-01-31,76523
South Dakota,,2021-02-01,77052
South Dakota,,2021-02-02,77125
South Dakota,,2021-02-03,79025
South Dakota,,2021-02-04,81697
South Dakota,,2021-02-05,85921
South Dakota,,2021-02-06,88882
South Dakota,,2021-02-07,91598
South Dakota,,2021-02-08,92615
South Dakota,,2021-02-09,92678
South Dakota,,2021-02-10,94744
South Dakota,,2021-02-11,97817
South Dakota,,2021-02-12,103076
South Dakota,,2021-02-13,106251
South Dakota,,2021-02-14,109875
South Dakota,,2021-02-16,111151
South Dakota,,2021-02-17,113425
South Dakota,,2021-02-18,116461
South Dakota,,2021-02-19,148976
South Dakota,,2021-02-20,152655
South Dakota,,2021-02-21,156792
South Dakota,,2021-02-22,158566
South Dakota,,2021-02-23,159201
South Dakota,,2021-02-24,162773
South Dakota,,2021-02-25,167434
South Dakota,,2021-02-26,172279
South Dakota,,2021-02-27,178635
South Dakota,,2021-02-28,184028
South Dakota,,2021-03-01,186324
South Dakota,,2021-03-02,186707
South Dakota,,2021-03-03,189979
South Dakota,,2021-03-04,193978
South Dakota,,2021-03-05,198905
South Dakota,,2021-03-06,206243
South Dakota,,2021-03-07,211458
South Dakota,,2021-03-08,213168
South Dakota,,2021-03-09,213680
South Dakota,,2021-03-10,217047
South Dakota,,2021-03-11,221398
South Dakota,,2021-03-12,226056
South Dakota,,2021-03-13,232966
South Dakota,,2021-03-14,241971
South Dakota,,2021-03-15,244353
South Dakota,,2021-03-16,245286
South Dakota,,2021-03-17,248205
South Dakota,,2021-03-18,251987
South Dakota,,2021-03-19,256112
South Dakota,,2021-03-20,261798
South Dakota,,2021-03-21,267282
South Dakota,,2021-03-22,268972
South Dakota,,2021-03-23,269800
South Dakota,,2021-03-24,274493
South Dakota,,2021-03-25,279590
South Dakota,,2021-03-26,286727
South Dakota,,2021-03-27,294506
South Dakota,,2021-03-28,300563
South Dakota,,2021-03-29,303587
South Dakota,,2021-03-30,304480
South Dakota,,2021-03-31,308289
South Dakota,,2021-04-01,312907
South Dakota,,2021-04-02,318660
South Dakota,,2021-04-03,327720
South Dakota,,2021-04-04,332349
Tennessee,,2021-01-12,143735
Tennessee,,2021-01-13,150893
Tennessee,,2021-01-14,238943
Tennessee,,2021-01-15,264912
Tennessee,,2021-01-19,302260
Tennessee,,2021-01-20,305780
Tennessee,,2021-01-21,313154
Tennessee,,2021-01-22,324543
Tennessee,,2021-01-23,335823
Tennessee,,2021-01-24,354407
Tennessee,,2021-01-25,361767
Tennessee,,2021-01-26,365235
Tennessee,,2021-01-27,374108
Tennessee,,2021-01-28,385682
Tennessee,,2021-01-29,400950
Tennessee,,2021-01-30,416716
Tennessee,,2021-01-31,438426
Tennessee,,2021-02-01,447977
Tennessee,,2021-02-02,450633
Tennessee,,2021-02-03,463300
Tennessee,,2021-02-04,477784
Tennessee,,2021-02-05,500458
Tennessee,,2021-02-06,521621
Tennessee,,2021-02-07,543793
Tennessee,,2021-02-08,554016
Tennessee,,2021-02-09,558590
Tennessee,,2021-02-10,577121
Tennessee,,2021-02-11,595081
Tennessee,,2021-02-12,618010
Tennessee,,2021-02-13,634688
Tennessee,,2021-02-14,659390
Tennessee,,2021-02-16,675421
Tennessee,,2021-02-17,680454
Tennessee,,2021-02-18,691486
Tennessee,,2021-02-19,740230
Tennessee,,2021-02-20,748756
Tennessee,,2021-02-21,757333
Tennessee,,2021-02-22,757200
Tennessee,,2021-02-23,761007
Tennessee,,2021-02-24,777850
Tennessee,,2021-02-25,794893
Tennessee,,2021-02-26,821513
Tennessee,,2021-02-27,845090
Tennessee,,2021-02-28,878954
Tennessee,,2021-03-01,903477
Tennessee,,2021-03-02,911906
Tennessee,,2021-03-03,943375
Tennessee,,2021-03-04,965429
Tennessee,,2021-03-05,990140
Tennessee,,2021-03-06,1015188
Tennessee,,2021-03-07,1041609
Tennessee,,2021-03-08,1058354
Tennessee,,2021-03-09,1064302
Tennessee,,2021-03-10,1091669
Tennessee,,2021-03-11,1123145
Tennessee,,2021-03-12,1161962
Tennessee,,2021-03-13,1201964
Tennessee,,2021-03-14,1238369
Tennessee,,2021-03-15,1260166
Tennessee,,2021-03-16,1265605
Tennessee,,2021-03-17,1300220
Tennessee,,2021-03-18,1334622
Tennessee,,2021-03-19,1361297
Tennessee,,2021-03-20,1394341
Tennessee,,2021-03-21,1432648
Tennessee,,2021-03-22,1452601
Tennessee,,2021-03-23,1461295
Tennessee,,2021-03-24,1495500
Tennessee,,2021-03-25,1531296
Tennessee,,2021-03-26,1573735
Tennessee,,2021-03-27,1612374
Tennessee,,2021-03-28,1647245
Tennessee,,2021-03-29,1669271
Tennessee,,2021-03-30,1677569
Tennessee,,2021-03-31,1711847
Tennessee,,2021-04-01,1751164
Tennessee,,2021-04-02,1789034
Tennessee,,2021-04-03,1829918
Tennessee,,2021-04-04,1853878
Texas,,2021-01-12,809148
Texas,,2021-01-13,861072
Texas,,2021-01-14,917387
Texas,,2021-01-15,1003412
Texas,,2021-01-19,1222952
Texas,,2021-01-20,1282998
Texas,,2021-01-21,1337706
Texas,,2021-01-22,1412767
Texas,,2021-01-23,1474571
Texas,,2021-01-24,1502751
Texas,,2021-01-25,1532381
Texas,,2021-01-26,1614648
Texas,,2021-01-27,1648575
Texas,,2021-01-28,1731725
Texas,,2021-01-29,1804291
Texas,,2021-01-30,1886813
Texas,,2021-01-31,1928227
Texas,,2021-02-01,1991555
Texas,,2021-02-02,1991555
Texas,,2021-02-03,2086493
Texas,,2021-02-04,2181310
Texas,,2021-02-05,2257870
Texas,,2021-02-06,2371311
Texas,,2021-02-07,2464468
Texas,,2021-02-08,2512804
Texas,,2021-02-09,2589885
Texas,,2021-02-10,2672352
Texas,,2021-02-11,2745305
Texas,,2021-02-12,2834361
Texas,,2021-02-13,2901250
Texas,,2021-02-14,2970596
Texas,,2021-02-16,3037786
Texas,,2021-02-17,3059756
Texas,,2021-02-18,3071010
Texas,,2021-02-19,3205884
Texas,,2021-02-20,3241776
Texas,,2021-02-21,3267255
Texas,,2021-02-22,3299008
Texas,,2021-02-23,3330051
Texas,,2021-02-24,3383302
Texas,,2021-02-25,3305597
Texas,,2021-02-26,3381100
Texas,,2021-02-27,3445638
Texas,,2021-02-28,3533100
Texas,,2021-03-01,3533100
Texas,,2021-03-02,3735197
Texas,,2021-03-03,3850248
Texas,,2021-03-04,3955205
Texas,,2021-03-05,4098216
Texas,,2021-03-06,4246954
Texas,,2021-03-07,4313322
Texas,,2021-03-08,4406573
Texas,,2021-03-09,4574899
Texas,,2021-03-10,4740604
Texas,,2021-03-11,4893813
Texas,,2021-03-12,5100346
Texas,,2021-03-13,5293079
Texas,,2021-03-14,5417558
Texas,,2021-03-15,5509231
Texas,,2021-03-16,5601318
Texas,,2021-03-17,5750589
Texas,,2021-03-18,5912169
Texas,,2021-03-19,6052656
Texas,,2021-03-20,6195559
Texas,,2021-03-21,6320852
Texas,,2021-03-22,6390503
Texas,,2021-03-23,6467491
Texas,,2021-03-24,6453836
Texas,,2021-03-25,6642893
Texas,,2021-03-26,6819423
Texas,,2021-03-27,6969269
Texas,,2021-03-28,7099537
Texas,,2021-03-29,7211223
Texas,,2021-03-30,7336199
Texas,,2021-03-31,7476870
Texas,,2021-04-01,7648787
Texas,,2021-04-02,7834308
Texas,,2021-04-03,7968097
Texas,,2021-04-04,8100286
United States,USA,2021-01-12,7398897
United States,USA,2021-01-13,8015434
United States,USA,2021-01-14,9690757
United States,USA,2021-01-15,10595866
United States,USA,2021-01-19,13595803
United States,USA,2021-01-20,14270441
United States,USA,2021-01-21,15053257
United States,USA,2021-01-22,16243093
United States,USA,2021-01-23,17390345
United States,USA,2021-01-24,18502131
United States,USA,2021-01-25,19252279
United States,USA,2021-01-26,19902237
United States,USA,2021-01-27,20687970
United States,USA,2021-01-28,21698606
United States,USA,2021-01-29,22858318
United States,USA,2021-01-30,24064165
United States,USA,2021-01-31,25201143
United States,USA,2021-02-01,26023153
United States,USA,2021-02-02,26440836
United States,USA,2021-02-03,27154956
United States,USA,2021-02-04,27905197
United States,USA,2021-02-05,28909497
United States,USA,2021-02-06,30250964
United States,USA,2021-02-07,31579100
United States,USA,2021-02-08,32340146
United States,USA,2021-02-09,32867213
United States,USA,2021-02-10,33783384
United States,USA,2021-02-11,34723964
United States,USA,2021-02-12,35834855
United States,USA,2021-02-13,37056122
United States,USA,2021-02-14,38292270
United States,USA,2021-02-16,39670551
United States,USA,2021-02-17,40268009
United States,USA,2021-02-18,41021049
United States,USA,2021-02-19,41977401
United States,USA,2021-02-20,42809595
United States,USA,2021-02-21,43628092
United States,USA,2021-02-22,44138118
United States,USA,2021-02-23,44544969
United States,USA,2021-02-24,45237143
United States,USA,2021-02-25,46074392
United States,USA,2021-02-26,47184199
United States,USA,2021-02-27,48435536
United States,USA,2021-02-28,49772180
United States,USA,2021-03-01,50732997
United States,USA,2021-03-02,51755447
United States,USA,2021-03-03,52855579
United States,USA,2021-03-04,54035670
United States,USA,2021-03-05,55547697
United States,USA,2021-03-06,57358849
United States,USA,2021-03-07,58873710
United States,USA,2021-03-08,60005231
United States,USA,2021-03-09,61088527
